Niveau,Code,Titres_de_classes,Nom_du_type_d_element_Francais,Description_d_element_Francais
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Tous les exemples,"compréhension des sociétés, anciennes et présentes, n.c.a. "
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Tous les exemples,compréhension des sociétés anciennes et contemporaines des Amériques 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Tous les exemples,compréhension des sociétés pré-industrielles 
2,RDS11099,"Culture, loisirs, et médias, n.c.a.",Tous les exemples," avancement des connaissances dans les activités ayant trait à la culture, aux loisirs et médias"
2,RDS11099,"Culture, loisirs, et médias, n.c.a.",Tous les exemples,"culture, loisirs, et médias, n.c.a. "
2,RDS11101,Finance et économie,Exemple(s) illustratif(s),croissance économique 
2,RDS11101,Finance et économie,Exemple(s) illustratif(s),"services de finance, d'investissement et d'assurance "
2,RDS11101,Finance et économie,Exemple(s) illustratif(s),"politiques fiscales, monétaires et industrielles "
2,RDS11101,Finance et économie,Exemple(s) illustratif(s),distribution du revenu et de la richesse 
2,RDS11101,Finance et économie,Tous les exemples,croissance économique 
2,RDS11101,Finance et économie,Tous les exemples,"finance et économie, n.c.a. "
2,RDS11101,Finance et économie,Tous les exemples,"services de finance, d'investissement et d'assurance "
2,RDS11101,Finance et économie,Tous les exemples,"politiques fiscales, monétaires et industrielles "
2,RDS11101,Finance et économie,Tous les exemples,distribution du revenu et de la richesse 
2,RDS11101,Finance et économie,Exclusion(s),économie des résultats des politiques de la santé  (Voir RDS10703 Santé publique (sauf la santé de populations précises))
2,RDS11101,Finance et économie,Exclusion(s),aspects environnementaux (écologiques) de la consommation des ressources  (Voir RDS10201 Activités humaines écologiquement durables)
2,RDS11101,Finance et économie,Exclusion(s),questions relatives au commerce international  (Voir RDS11102 Commerce international)
2,RDS11101,Finance et économie,Exclusion(s),"comprendre les aspects sociaux, politiques et économiques actuels d'autres pays  (Voir RDS11105 Relations internationales)"
2,RDS11102,Commerce international,Exemple(s) illustratif(s),accords internationaux sur le commerce 
2,RDS11102,Commerce international,Exemple(s) illustratif(s),assistance et protection pour le commerce 
2,RDS11102,Commerce international,Exemple(s) illustratif(s),politique commerciale 
2,RDS11102,Commerce international,Tous les exemples,accords internationaux sur le commerce 
2,RDS11102,Commerce international,Tous les exemples,"commerce international, n.c.a. "
2,RDS11102,Commerce international,Tous les exemples,assistance et protection pour le commerce 
2,RDS11102,Commerce international,Tous les exemples,politique commerciale 
2,RDS11102,Commerce international,Exclusion(s),commerce intérieur  (Voir RDS11101 Finance et économie)
2,RDS11102,Commerce international,Exclusion(s),"efficacité, sécurité et utilité du transport international des marchandises et des passagers  (Voir RDS104 Transport, télécommunications et autres infrastructures (y compris les bâtiments))"
2,RDS11102,Commerce international,Exclusion(s),aspects environnementaux (écologiques) du commerce international  (Voir RDS10201 Activités humaines écologiquement durables)
2,RDS11102,Commerce international,Exclusion(s),"politique économique internationale, autre que le commerce international, et les relations internationales qui ne sont pas reliées au commerce  (Voir RDS11105 Relations internationales)"
2,RDS11103,"Gestion, marketing et productivité",Exemple(s) illustratif(s),services de soutien aux entreprises (y compris les services sur la propriété et le commerce du détail) 
2,RDS11103,"Gestion, marketing et productivité",Exemple(s) illustratif(s),relations industrielles et syndicats 
2,RDS11103,"Gestion, marketing et productivité",Exemple(s) illustratif(s),gestion 
2,RDS11103,"Gestion, marketing et productivité",Exemple(s) illustratif(s),marketing 
2,RDS11103,"Gestion, marketing et productivité",Exemple(s) illustratif(s),productivité 
2,RDS11103,"Gestion, marketing et productivité",Exemple(s) illustratif(s),"innovation technologique, organisationnelle et sociale "
2,RDS11103,"Gestion, marketing et productivité",Tous les exemples,services de soutien aux entreprises (y compris les services sur la propriété et le commerce du détail) 
2,RDS11103,"Gestion, marketing et productivité",Tous les exemples,relations industrielles et syndicats 
2,RDS11103,"Gestion, marketing et productivité",Tous les exemples,gestion 
2,RDS11103,"Gestion, marketing et productivité",Tous les exemples,marketing 
2,RDS11103,"Gestion, marketing et productivité",Tous les exemples,"autres activités ayant trait à la gestion, au marketing et à la productivité, n.c.a. "
2,RDS11103,"Gestion, marketing et productivité",Tous les exemples,productivité 
2,RDS11103,"Gestion, marketing et productivité",Tous les exemples,"innovation technologique, organisationnelle et sociale "
2,RDS11103,"Gestion, marketing et productivité",Exclusion(s),"questions relatives à l'emploi, les tendances en matière de travail et la sécurité en milieu de travail  (Voir RDS11107 Questions ayant trait au travail et au marché du travail)"
2,RDS11103,"Gestion, marketing et productivité",Exclusion(s),santé et hygiène au travail  (Voir RDS10704 Santé de populations précises)
2,RDS11104,Gouvernement et politique,Exemple(s) illustratif(s),"civisme, citoyenneté et identité nationale "
2,RDS11104,Gouvernement et politique,Exemple(s) illustratif(s),systèmes électoraux 
2,RDS11104,Gouvernement et politique,Exemple(s) illustratif(s),systèmes politiques 
2,RDS11104,Gouvernement et politique,Exemple(s) illustratif(s),politiques et analyses des services publics 
2,RDS11104,Gouvernement et politique,Tous les exemples,"civisme, citoyenneté et identité nationale "
2,RDS11104,Gouvernement et politique,Tous les exemples,systèmes électoraux 
2,RDS11104,Gouvernement et politique,Tous les exemples,"gouvernement et politique, n.c.a. "
2,RDS11104,Gouvernement et politique,Tous les exemples,systèmes politiques 
2,RDS11104,Gouvernement et politique,Tous les exemples,politiques et analyses des services publics 
2,RDS11105,Relations internationales,Exemple(s) illustratif(s),politiques de la défense et de la sécurité 
2,RDS11105,Relations internationales,Exemple(s) illustratif(s),mondialisation 
2,RDS11105,Relations internationales,Exemple(s) illustratif(s),aide internationale et développement international 
2,RDS11105,Relations internationales,Exemple(s) illustratif(s),organisations internationales 
2,RDS11105,Relations internationales,Exemple(s) illustratif(s),économie politique internationale (sauf le commerce international) 
2,RDS11105,Relations internationales,Tous les exemples,politiques de la défense et de la sécurité 
2,RDS11105,Relations internationales,Tous les exemples,mondialisation 
2,RDS11105,Relations internationales,Tous les exemples,aide internationale et développement international 
2,RDS11105,Relations internationales,Tous les exemples,organisations internationales 
2,RDS11105,Relations internationales,Tous les exemples,économie politique internationale (sauf le commerce international) 
2,RDS11105,Relations internationales,Tous les exemples,"relations internationales, n.c.a. "
2,RDS11105,Relations internationales,Exclusion(s),opérations de défense et de sécurité nationale  (Voir RDS112 Défense)
2,RDS11105,Relations internationales,Exclusion(s),questions relatives à la protection de l'environnement au niveau international  (Voir RDS10201 Activités humaines écologiquement durables)
2,RDS11105,Relations internationales,Exclusion(s),questions relatives au commerce international  (Voir RDS11102 Commerce international)
2,RDS11106,Justice et droit,Exemple(s) illustratif(s),justice civile 
2,RDS11106,Justice et droit,Exemple(s) illustratif(s),prévention du crime 
2,RDS11106,Justice et droit,Exemple(s) illustratif(s),justice criminelle 
2,RDS11106,Justice et droit,Exemple(s) illustratif(s),application de la loi (police) 
2,RDS11106,Justice et droit,Exemple(s) illustratif(s),réforme du droit 
2,RDS11106,Justice et droit,Exemple(s) illustratif(s),actes de procédures judiciaires 
2,RDS11106,Justice et droit,Exemple(s) illustratif(s),"codes de législation, civils et criminels "
2,RDS11106,Justice et droit,Exemple(s) illustratif(s),services de réhabilitation et correctionnels 
2,RDS11106,Justice et droit,Tous les exemples,justice civile 
2,RDS11106,Justice et droit,Tous les exemples,prévention du crime 
2,RDS11106,Justice et droit,Tous les exemples,justice criminelle 
2,RDS11106,Justice et droit,Tous les exemples,"justice et droit, n.c.a. "
2,RDS11106,Justice et droit,Tous les exemples,application de la loi (police) 
2,RDS11106,Justice et droit,Tous les exemples,réforme du droit 
2,RDS11106,Justice et droit,Tous les exemples,actes de procédures judiciaires 
2,RDS11106,Justice et droit,Tous les exemples,"codes de législation, civils et criminels "
2,RDS11106,Justice et droit,Tous les exemples,services de réhabilitation et correctionnels 
2,RDS11106,Justice et droit,Exclusion(s),éthique  (Voir RDS11008 Éthique)
2,RDS11107,Questions ayant trait au travail et au marché du travail,Exemple(s) illustratif(s),tendances et changement dans l'emploi 
2,RDS11107,Questions ayant trait au travail et au marché du travail,Exemple(s) illustratif(s),marché du travail 
2,RDS11107,Questions ayant trait au travail et au marché du travail,Exemple(s) illustratif(s),professions et professionnalisation 
2,RDS11107,Questions ayant trait au travail et au marché du travail,Exemple(s) illustratif(s),salaires et avantages 
2,RDS11107,Questions ayant trait au travail et au marché du travail,Exemple(s) illustratif(s),responsabilités professionnelles et familiales 
2,RDS11107,Questions ayant trait au travail et au marché du travail,Exemple(s) illustratif(s),accommodements et sécurité en milieu de travail 
2,RDS11107,Questions ayant trait au travail et au marché du travail,Tous les exemples,tendances et changement dans l'emploi 
2,RDS11107,Questions ayant trait au travail et au marché du travail,Tous les exemples,marché du travail 
2,RDS11107,Questions ayant trait au travail et au marché du travail,Tous les exemples,professions et professionnalisation 
2,RDS11107,Questions ayant trait au travail et au marché du travail,Tous les exemples,salaires et avantages 
2,RDS11107,Questions ayant trait au travail et au marché du travail,Tous les exemples,responsabilités professionnelles et familiales 
2,RDS11107,Questions ayant trait au travail et au marché du travail,Tous les exemples,"questions ayant trait au travail et au marché du travail, n.c.a. "
2,RDS11107,Questions ayant trait au travail et au marché du travail,Tous les exemples,accommodements et sécurité en milieu de travail 
2,RDS11107,Questions ayant trait au travail et au marché du travail,Exclusion(s),"gestion et productivité, y compris les relations industrielles  (Voir RDS11103 Gestion, marketing et productivité)"
2,RDS11107,Questions ayant trait au travail et au marché du travail,Exclusion(s),santé et hygiène au travail  (Voir RDS10704 Santé de populations précises)
2,RDS11107,Questions ayant trait au travail et au marché du travail,Exclusion(s),éthique au travail et éthique organisationnelle  (Voir RDS11008 Éthique)
2,RDS11108,"Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement",Exemple(s) illustratif(s),politiques et questions relatives à l'environnement 
2,RDS11108,"Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement",Exemple(s) illustratif(s),exploitation du Nord canadien 
2,RDS11108,"Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement",Exemple(s) illustratif(s),questions relatives à la population 
2,RDS11108,"Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement",Exemple(s) illustratif(s),planification et développement rural 
2,RDS11108,"Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement",Exemple(s) illustratif(s),planification et développement urbain 
2,RDS11108,"Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement",Tous les exemples,"planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement, n.c.a. "
2,RDS11108,"Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement",Tous les exemples,politiques et questions relatives à l'environnement 
2,RDS11108,"Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement",Tous les exemples,exploitation du Nord canadien 
2,RDS11108,"Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement",Tous les exemples,questions relatives à la population 
2,RDS11108,"Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement",Tous les exemples,planification et développement rural 
2,RDS11108,"Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement",Tous les exemples,planification et développement urbain 
2,RDS11108,"Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement",Exclusion(s),activités humaines durables sur le plan environnemental (sauf la gestion de l'eau et l'efficacité énergétique)  (Voir RDS10201 Activités humaines écologiquement durables)
2,RDS11108,"Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement",Exclusion(s),gestion de la consommation d'énergie pour la meilleure efficacité  (Voir RDS10506 Économie d'énergie et efficacité énergétique)
2,RDS11108,"Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement",Exclusion(s),"les activités scientifiques ayant trait aux recherches portant sur la pollution, sauf la protection contre les effets néfastes de l'aménagement des zones urbaines et rurales, et sur les environnements affectés par les activités reliées aux services commerciaux et au tourisme  (Voir RDS102 Protection de l'environnement)"
2,RDS11109,Famille et travail social,Exemple(s) illustratif(s),vieillissement et personnes âgées 
2,RDS11109,Famille et travail social,Exemple(s) illustratif(s),services aux enfants et garde-d'enfants 
2,RDS11109,Famille et travail social,Exemple(s) illustratif(s),développement et bien-être 
2,RDS11109,Famille et travail social,Exemple(s) illustratif(s),familles et services à la famille 
2,RDS11109,Famille et travail social,Exemple(s) illustratif(s),sans-abrisme (itinérance) et services de logement 
2,RDS11109,Famille et travail social,Exemple(s) illustratif(s),violence 
2,RDS11109,Famille et travail social,Exemple(s) illustratif(s),services aux jeunes 
2,RDS11109,Famille et travail social,Tous les exemples,vieillissement et personnes âgées 
2,RDS11109,Famille et travail social,Tous les exemples,services aux enfants et garde-d'enfants 
2,RDS11109,Famille et travail social,Tous les exemples,développement et bien-être 
2,RDS11109,Famille et travail social,Tous les exemples,familles et services à la famille 
2,RDS11109,Famille et travail social,Tous les exemples,"famille et travail social, n.c.a. "
2,RDS11109,Famille et travail social,Tous les exemples,sans-abrisme (itinérance) et services de logement 
2,RDS11109,Famille et travail social,Tous les exemples,violence 
2,RDS11109,Famille et travail social,Tous les exemples,services aux jeunes 
2,RDS11109,Famille et travail social,Exclusion(s),"développement et fourniture de services communautaires à des groupes de population vulnérables tels que les personnes âgées, les minorités ethniques, les communautés autochtones, etc.  (Voir RDS11110 Justice sociale)"
2,RDS11109,Famille et travail social,Exclusion(s),développement et fourniture de services de santé à des groupes de population spécifiques et les services d'éducation en santé communautaire  (Voir RDS10704 Santé de populations précises)
2,RDS11109,Famille et travail social,Exclusion(s),éthique sociale  (Voir RDS11008 Éthique)
2,RDS11109,Famille et travail social,Exclusion(s),travail non rémunéré et bénévolat  (Voir RDS11107 Questions ayant trait au travail et au marché du travail)
2,RDS11110,Justice sociale,Exemple(s) illustratif(s),accessibilité 
2,RDS11110,Justice sociale,Exemple(s) illustratif(s),discrimination 
2,RDS11110,Justice sociale,Exemple(s) illustratif(s),groupes de genres 
2,RDS11110,Justice sociale,Exemple(s) illustratif(s),droits de la personne 
2,RDS11110,Justice sociale,Exemple(s) illustratif(s),peuples Autochtones 
2,RDS11110,Justice sociale,Exemple(s) illustratif(s),services de développement des migrants et pour les réfugiés 
2,RDS11110,Justice sociale,Exemple(s) illustratif(s),personnes handicapées (ayant une déficience) 
2,RDS11110,Justice sociale,Exemple(s) illustratif(s),pauvreté 
2,RDS11110,Justice sociale,Exemple(s) illustratif(s),"équité sociale, diversité et inclusion "
2,RDS11110,Justice sociale,Exemple(s) illustratif(s),minorités visibles 
2,RDS11110,Justice sociale,Tous les exemples,accessibilité 
2,RDS11110,Justice sociale,Tous les exemples,discrimination 
2,RDS11110,Justice sociale,Tous les exemples,groupes de genres 
2,RDS11110,Justice sociale,Tous les exemples,droits de la personne 
2,RDS11110,Justice sociale,Tous les exemples,peuples Autochtones 
2,RDS11110,Justice sociale,Tous les exemples,services de développement des migrants et pour les réfugiés 
2,RDS11110,Justice sociale,Tous les exemples,"autre justice sociale, n.c.a. "
2,RDS11110,Justice sociale,Tous les exemples,personnes handicapées (ayant une déficience) 
2,RDS11110,Justice sociale,Tous les exemples,pauvreté 
2,RDS11110,Justice sociale,Tous les exemples,"équité sociale, diversité et inclusion "
2,RDS11110,Justice sociale,Tous les exemples,minorités visibles 
2,RDS11110,Justice sociale,Exclusion(s),"bien-être des animaux  (Voir RDS10899 Agriculture, n.e.c.)"
2,RDS11110,Justice sociale,Exclusion(s),développement et fourniture de services de santé à des groupes de population spécifiques et les services d'éducation en santé communautaire  (Voir RDS10704 Santé de populations précises)
2,RDS11110,Justice sociale,Exclusion(s),développement et bien-être  (Voir RDS11109 Famille et travail social)
2,RDS11110,Justice sociale,Exclusion(s),éthique sociale  (Voir RDS11008 Éthique)
2,RDS11110,Justice sociale,Exclusion(s),travail non rémunéré et bénévolat  (Voir RDS11107 Questions ayant trait au travail et au marché du travail)
2,RDS11199,"Systèmes, structures et processus politiques et sociaux, n.c.a.",Tous les exemples," avancement des connaissances dans les activités ayant trait aux systèmes, structures et processus politiques et sociaux"
2,RDS11199,"Systèmes, structures et processus politiques et sociaux, n.c.a.",Tous les exemples,"autres systèmes, structures et processus politiques et sociaux, n.c.a.  "
1,RDS112,Défense,Exclusion(s),développement et fourniture d'étalons de mesure et des services d'étalonnage pour les produits et procédés aux fins de la défense  (Voir RDS10611 Étalons de mesure et services d'étalonnage)
1,RDS112,Défense,Exclusion(s),amélioration des méthodes de production ou de transformation des équipements et matériel aux fins militaires ou de défense  (Voir RDS106 Production et technologie industrielles)
2,RDS11299,Défense,Exemple(s) illustratif(s),force aérienne 
2,RDS11299,Défense,Exemple(s) illustratif(s),armée 
2,RDS11299,Défense,Exemple(s) illustratif(s),"commandement, contrôle et communications "
2,RDS11299,Défense,Exemple(s) illustratif(s),logistique en matière de défense 
2,RDS11299,Défense,Exemple(s) illustratif(s),technologies émergentes en matière de défense 
2,RDS11299,Défense,Exemple(s) illustratif(s),renseignement 
2,RDS11299,Défense,Exemple(s) illustratif(s),personnel militaire 
2,RDS11299,Défense,Exemple(s) illustratif(s),sécurité nationale 
2,RDS11299,Défense,Exemple(s) illustratif(s),marine 
2,RDS11299,Défense,Tous les exemples, avancement des connaissances dans les activités ayant trait à la défense nationale
2,RDS11299,Défense,Tous les exemples,force aérienne 
2,RDS11299,Défense,Tous les exemples,armée 
2,RDS11299,Défense,Tous les exemples,"commandement, contrôle et communications "
2,RDS11299,Défense,Tous les exemples,"défense, n.c.a. "
2,RDS11299,Défense,Tous les exemples,logistique en matière de défense 
2,RDS11299,Défense,Tous les exemples,technologies émergentes en matière de défense 
2,RDS11299,Défense,Tous les exemples,renseignement 
2,RDS11299,Défense,Tous les exemples,personnel militaire 
2,RDS11299,Défense,Tous les exemples,sécurité nationale 
2,RDS11299,Défense,Tous les exemples,marine 
2,RDS11299,Défense,Exclusion(s),"projets orientés vers le civil dans les technologies, systèmes et services de communication  (Voir RDS10406 Technologies, systèmes et services de communication)"
2,RDS11299,Défense,Exclusion(s),développement et fourniture d'étalons de mesure et des services d'étalonnage pour les produits et procédés aux fins de la défense  (Voir RDS10611 Étalons de mesure et services d'étalonnage)
2,RDS11299,Défense,Exclusion(s),"activités de R&D axées sur l'amélioration des relations internationales avec d'autres pays, dans le but d'améliorer la défense et la sécurité nationale et internationale  (Voir RDS11105 Relations internationales)"
