Niveau,Code,Titres_de_classes,Nom_du_type_d_element_Francais,Description_d_element_Francais
2,RDS10804,Récolte et emballage des produits d'origine végétale,Tous les exemples,cultures industrielles non transformées 
2,RDS10804,Récolte et emballage des produits d'origine végétale,Tous les exemples,graines oléagineuses non transformées 
2,RDS10804,Récolte et emballage des produits d'origine végétale,Exclusion(s),récolte et transport des produits forestiers  (Voir RDS10801 Foresterie)
2,RDS10804,Récolte et emballage des produits d'origine végétale,Exclusion(s),"amélioration des caractéristiques, de la multiplication et de la production culturale desquelles ces produits d'origine végétale sont obtenus  (Voir RDS10803 Cultures)"
2,RDS10804,Récolte et emballage des produits d'origine végétale,Exclusion(s),"fabrication des produits autres que les biocarburants, à partir d'une transformation ultérieure de ces produits végétaux  (Voir RDS10602 Procédés industriels relatifs aux produits agricoles (sauf le bois, le papier, et la fibre))"
2,RDS10804,Récolte et emballage des produits d'origine végétale,Exclusion(s),traçabilité et assurance qualité des produits forestiers  (Voir RDS10801 Foresterie)
2,RDS10804,Récolte et emballage des produits d'origine végétale,Exclusion(s),production des biocarburants à partir des produits végétaux  (Voir RDS10502 Préparation et production de sources d'énergie)
2,RDS10804,Récolte et emballage des produits d'origine végétale,Exclusion(s),"transport des produits végétaux, autres que les produits forestiers  (Voir RDS10405 Systèmes de transport)"
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Exemple(s) illustratif(s),crustacés 
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Exemple(s) illustratif(s),mollusques comestibles 
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Exemple(s) illustratif(s),poisson pour appâts 
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Exemple(s) illustratif(s),pêches récréatives 
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Exemple(s) illustratif(s),truite 
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Exemple(s) illustratif(s),thon 
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Exemple(s) illustratif(s),saumon de l'Altlantique pêché à l'état sauvage 
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Tous les exemples,crustacés 
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Tous les exemples,mollusques comestibles 
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Tous les exemples,poisson pour appâts 
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Tous les exemples,"pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage), n.c.a. "
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Tous les exemples,pêches récréatives 
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Tous les exemples,saumon 
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Tous les exemples,truite 
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Tous les exemples,thon 
2,RDS10805,Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage),Tous les exemples,saumon de l'Altlantique pêché à l'état sauvage 
2,RDS10806,Élevage du bétail (y compris l'apiculture et la reproduction des animaux de compagnie),Exemple(s) illustratif(s),bovins et veaux 
2,RDS10806,Élevage du bétail (y compris l'apiculture et la reproduction des animaux de compagnie),Exemple(s) illustratif(s),porcs 
2,RDS10806,Élevage du bétail (y compris l'apiculture et la reproduction des animaux de compagnie),Exemple(s) illustratif(s),volaille 
2,RDS10806,Élevage du bétail (y compris l'apiculture et la reproduction des animaux de compagnie),Tous les exemples,bovins et veaux 
2,RDS10806,Élevage du bétail (y compris l'apiculture et la reproduction des animaux de compagnie),Tous les exemples,porcs 
2,RDS10806,Élevage du bétail (y compris l'apiculture et la reproduction des animaux de compagnie),Tous les exemples,"élevage du bétail (y compris l'apiculture et la reproduction des animaux de compagnie), n.c.a. "
2,RDS10806,Élevage du bétail (y compris l'apiculture et la reproduction des animaux de compagnie),Tous les exemples,volaille 
2,RDS10806,Élevage du bétail (y compris l'apiculture et la reproduction des animaux de compagnie),Exclusion(s),"bien-être des animaux et traçabilité et assurance qualité des produits du bétail  (Voir RDS10899 Agriculture, n.e.c.)"
2,RDS10806,Élevage du bétail (y compris l'apiculture et la reproduction des animaux de compagnie),Exclusion(s),"fabrication des produits du bétail transformés (sauf les peaux pour cuir)  (Voir RDS10602 Procédés industriels relatifs aux produits agricoles (sauf le bois, le papier, et la fibre))"
2,RDS10806,Élevage du bétail (y compris l'apiculture et la reproduction des animaux de compagnie),Exclusion(s),"fabrication de peaux transformées (pour le cuir)  (Voir RDS10603 Produits de cuir, transformation des fibres et produits textiles)"
2,RDS10806,Élevage du bétail (y compris l'apiculture et la reproduction des animaux de compagnie),Exclusion(s),"préparation, manipulation et stockage des produits du bétail primaires  (Voir RDS10807 Produits d'origine animale primaires)"
2,RDS10807,Produits d'origine animale primaires,Exemple(s) illustratif(s),oeufs en coque 
2,RDS10807,Produits d'origine animale primaires,Exemple(s) illustratif(s),miel naturel 
2,RDS10807,Produits d'origine animale primaires,Exemple(s) illustratif(s),urine de jument gravide 
2,RDS10807,Produits d'origine animale primaires,Exemple(s) illustratif(s),pelleteries brutes 
2,RDS10807,Produits d'origine animale primaires,Exemple(s) illustratif(s),laine brute et poils bruts d'animaux 
2,RDS10807,Produits d'origine animale primaires,Exemple(s) illustratif(s),lait non transformé et minimalement transformé 
2,RDS10807,Produits d'origine animale primaires,Tous les exemples,oeufs en coque 
2,RDS10807,Produits d'origine animale primaires,Tous les exemples,miel naturel 
2,RDS10807,Produits d'origine animale primaires,Tous les exemples,urine de jument gravide 
2,RDS10807,Produits d'origine animale primaires,Tous les exemples,"produits d'origine animale primaires, n.c.a. "
2,RDS10807,Produits d'origine animale primaires,Tous les exemples,pelleteries brutes 
2,RDS10807,Produits d'origine animale primaires,Tous les exemples,laine brute et poils bruts d'animaux 
2,RDS10807,Produits d'origine animale primaires,Tous les exemples,lait non transformé et minimalement transformé 
2,RDS10807,Produits d'origine animale primaires,Exclusion(s),"bien-être des animaux  (Voir RDS10899 Agriculture, n.e.c.)"
2,RDS10807,Produits d'origine animale primaires,Exclusion(s),améliorations des caractéristiques et la récolte des poissons  (Voir RDS10805 Pêches (y compris l'aquaculture et les poissons capturés à l'état sauvage))
2,RDS10807,Produits d'origine animale primaires,Exclusion(s),"fabrication des produits du bétail transformés (sauf les peaux pour cuir)  (Voir RDS10602 Procédés industriels relatifs aux produits agricoles (sauf le bois, le papier, et la fibre))"
2,RDS10807,Produits d'origine animale primaires,Exclusion(s),"fabrication de peaux transformées (pour le cuir)  (Voir RDS10603 Produits de cuir, transformation des fibres et produits textiles)"
2,RDS10807,Produits d'origine animale primaires,Exclusion(s),élevage du bétail à partir duquel ces produits sont obtenus  (Voir RDS10806 Élevage du bétail (y compris l'apiculture et la reproduction des animaux de compagnie))
2,RDS10807,Produits d'origine animale primaires,Exclusion(s),transport des animaux vivants ou produits d'origine animale  (Voir RDS10405 Systèmes de transport)
2,RDS10899,"Agriculture, n.c.a.",Exemple(s) illustratif(s),bien-être des animaux 
2,RDS10899,"Agriculture, n.c.a.",Exemple(s) illustratif(s),traçabilité et assurance qualité des produits du poisson 
2,RDS10899,"Agriculture, n.c.a.",Exemple(s) illustratif(s),traçabilité et assurance qualité des produits du bétail 
2,RDS10899,"Agriculture, n.c.a.",Tous les exemples,bien-être des animaux 
2,RDS10899,"Agriculture, n.c.a.",Tous les exemples, avancement des connaissances dans les activités ayant trait à l'agriculture
2,RDS10899,"Agriculture, n.c.a.",Tous les exemples,traçabilité et assurance qualité des produits du poisson 
2,RDS10899,"Agriculture, n.c.a.",Tous les exemples,traçabilité et assurance qualité des produits du bétail 
2,RDS10899,"Agriculture, n.c.a.",Tous les exemples,"autre agriculture, n.c.a. "
2,RDS10899,"Agriculture, n.c.a.",Exclusion(s),cultures céréalières produites pour leur grain et fourrage ou pour céréale fourragère ou fourrage uniquement  (Voir RDS10803 Cultures)
2,RDS10899,"Agriculture, n.c.a.",Exclusion(s),transport des animaux vivants ou produits d'origine animale  (Voir RDS10405 Systèmes de transport)
1,RDS109,Éducation,Exclusion(s),"questions éthiques telles que l'éthique des affaires, l'éthique sociale et l'éthique environnementale  (Voir RDS11008 Éthique)"
1,RDS109,Éducation,Exclusion(s),éducation en santé publique  (Voir RDS10703 Santé publique (sauf la santé de populations précises))
2,RDS10901,Degrés d'enseignement,Exemple(s) illustratif(s),éducation de la petite enfance 
2,RDS10901,Degrés d'enseignement,Exemple(s) illustratif(s),enseignement supérieur 
2,RDS10901,Degrés d'enseignement,Exemple(s) illustratif(s),enseignement primaire 
2,RDS10901,Degrés d'enseignement,Exemple(s) illustratif(s),perfectionnement professionnel et formation des adultes 
2,RDS10901,Degrés d'enseignement,Exemple(s) illustratif(s),enseignement secondaire 
2,RDS10901,Degrés d'enseignement,Tous les exemples,éducation de la petite enfance 
2,RDS10901,Degrés d'enseignement,Tous les exemples,enseignement supérieur 
2,RDS10901,Degrés d'enseignement,Tous les exemples,enseignement primaire 
2,RDS10901,Degrés d'enseignement,Tous les exemples,perfectionnement professionnel et formation des adultes 
2,RDS10901,Degrés d'enseignement,Tous les exemples,enseignement secondaire 
2,RDS10901,Degrés d'enseignement,Tous les exemples,"degrés d'enseignement, n.c.a. "
2,RDS10901,Degrés d'enseignement,Exclusion(s),"besoins en éducation des peuples Autochtones, des apprenants différenciés selon le genre, des personnes douées et des personnes ayant des difficultés d'apprentissage  (Voir RDS10903 Établissements d'enseignement, et systèmes et politiques d'éducation)"
2,RDS10901,Degrés d'enseignement,Exclusion(s),"amélioration de l'école, des environnements d'apprentissage dans les établissements d'enseignement, ainsi que des systèmes d'éducation et de formation  (Voir RDS10903 Établissements d'enseignement, et systèmes et politiques d'éducation)"
2,RDS10901,Degrés d'enseignement,Exclusion(s),"amélioration de l'enseignement, des techniques d'instruction et du développement des curricula  (Voir RDS10902 Méthodes d'enseignement et curriculum)"
2,RDS10902,Méthodes d'enseignement et curriculum,Exemple(s) illustratif(s),"appréciation, développement et évaluation du curriculum "
2,RDS10902,Méthodes d'enseignement et curriculum,Exemple(s) illustratif(s),pédagogie 
2,RDS10902,Méthodes d'enseignement et curriculum,Exemple(s) illustratif(s),perfectionnement pour enseignants et instructeurs 
2,RDS10902,Méthodes d'enseignement et curriculum,Exemple(s) illustratif(s),technologies de l'enseignement et de l'instruction 
2,RDS10902,Méthodes d'enseignement et curriculum,Tous les exemples,"appréciation, développement et évaluation du curriculum "
2,RDS10902,Méthodes d'enseignement et curriculum,Tous les exemples,pédagogie 
2,RDS10902,Méthodes d'enseignement et curriculum,Tous les exemples,perfectionnement pour enseignants et instructeurs 
2,RDS10902,Méthodes d'enseignement et curriculum,Tous les exemples,technologies de l'enseignement et de l'instruction 
2,RDS10902,Méthodes d'enseignement et curriculum,Tous les exemples,"méthodes d'enseignement et curriculum, n.c.a. "
2,RDS10902,Méthodes d'enseignement et curriculum,Exclusion(s),"amélioration de l'école, des environnements d'apprentissage dans les établissements d'enseignement, ainsi que des systèmes d'éducation et de formation  (Voir RDS10903 Établissements d'enseignement, et systèmes et politiques d'éducation)"
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Exemple(s) illustratif(s),équité et accessibilité en éducation 
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Exemple(s) illustratif(s),aspects du genre en éducation 
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Exemple(s) illustratif(s),éducation des Autochtones 
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Exemple(s) illustratif(s),"gestion, ressources et leadership en éducation "
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Exemple(s) illustratif(s),politiques et développement en éducation 
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Exemple(s) illustratif(s),éducation pour les besoins ayant des besoins particuliers (y compris les étudiants doués et ceux ayant une incapacité ou handicap) 
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Exemple(s) illustratif(s),transition en milieu de travail et emploi 
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Tous les exemples,"établissements d'enseignement, et systèmes et politiques d'éducation, n.c.a. "
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Tous les exemples,équité et accessibilité en éducation 
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Tous les exemples,aspects du genre en éducation 
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Tous les exemples,éducation des Autochtones 
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Tous les exemples,"gestion, ressources et leadership en éducation "
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Tous les exemples,politiques et développement en éducation 
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Tous les exemples,éducation pour les besoins ayant des besoins particuliers (y compris les étudiants doués et ceux ayant une incapacité ou handicap) 
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Tous les exemples,transition en milieu de travail et emploi 
2,RDS10903,"Établissements d'enseignement, et systèmes et politiques d'éducation",Exclusion(s),"amélioration de l'enseignement, des techniques d'instruction et du développement des curricula  (Voir RDS10902 Méthodes d'enseignement et curriculum)"
2,RDS10999,"Éducation, n.c.a.",Tous les exemples, avancement des connaissances dans les activités ayant trait à l'éducation et à la formation
2,RDS10999,"Éducation, n.c.a.",Tous les exemples,"autres éducation et formation, n.c.a. "
2,RDS11001,Services d'information,Exemple(s) illustratif(s),services de stockage et d'extraction de l'information électronique 
2,RDS11001,Services d'information,Exemple(s) illustratif(s),services de librairie et d'archives 
2,RDS11001,Services d'information,Exemple(s) illustratif(s),services de collecte d'information ou de nouvelles 
2,RDS11001,Services d'information,Exemple(s) illustratif(s),services de libre accès 
2,RDS11001,Services d'information,Exemple(s) illustratif(s),"présentation de l'information, notamment les présentoirs dans les bibliothèques "
2,RDS11001,Services d'information,Exemple(s) illustratif(s),"présentation de l'information, notamment les présentoirs dans les musées et les galeries d'art "
2,RDS11001,Services d'information,Tous les exemples,services de stockage et d'extraction de l'information électronique 
2,RDS11001,Services d'information,Tous les exemples,"services d'information, n.c.a. "
2,RDS11001,Services d'information,Tous les exemples,services de librairie et d'archives 
2,RDS11001,Services d'information,Tous les exemples,services de collecte d'information ou de nouvelles 
2,RDS11001,Services d'information,Tous les exemples,services de libre accès 
2,RDS11001,Services d'information,Tous les exemples,"présentation de l'information, notamment les présentoirs dans les centres de formation "
2,RDS11001,Services d'information,Tous les exemples,"présentation de l'information, notamment les présentoirs dans les bibliothèques "
2,RDS11001,Services d'information,Tous les exemples,"présentation de l'information, notamment les présentoirs dans les musées et les galeries d'art "
2,RDS11001,Services d'information,Exclusion(s),services de nouvelles ou des médias d'information  (Voir RDS11002 Services médiatiques)
2,RDS11002,Services médiatiques,Exemple(s) illustratif(s),"services d'animation, de jeux vidéo et d'imagerie générés par ordinateur "
2,RDS11002,Services médiatiques,Exemple(s) illustratif(s),"internet, média numérique et médias sociaux "
2,RDS11002,Services médiatiques,Exemple(s) illustratif(s),services de diffusion en continu en ligne 
2,RDS11002,Services médiatiques,Exemple(s) illustratif(s),services d'édition et d'imprimerie 
2,RDS11002,Services médiatiques,Exemple(s) illustratif(s),"services de radio, télévision, films et vidéos (y compris la radio et télédiffusion) "
2,RDS11002,Services médiatiques,Tous les exemples,"services d'animation, de jeux vidéo et d'imagerie générés par ordinateur "
2,RDS11002,Services médiatiques,Tous les exemples,"internet, média numérique et médias sociaux "
2,RDS11002,Services médiatiques,Tous les exemples,"services médiatiques, n.c.a. "
2,RDS11002,Services médiatiques,Tous les exemples,services de diffusion en continu en ligne 
2,RDS11002,Services médiatiques,Tous les exemples,services d'édition et d'imprimerie 
2,RDS11002,Services médiatiques,Tous les exemples,"services de radio, télévision, films et vidéos (y compris la radio et télédiffusion) "
2,RDS11002,Services médiatiques,Exclusion(s),"hébergement Internet  (Voir RDS10610 Systèmes, technologies et services d'information)"
2,RDS11002,Services médiatiques,Exclusion(s),"production musicale et théâtrale, principalement de nature non commerciale  (Voir RDS11004 Arts et culture)"
2,RDS11002,Services médiatiques,Exclusion(s),services de collecte des nouvelles  (Voir RDS11001 Services d'information)
2,RDS11003,Tourisme,Exemple(s) illustratif(s),questions économiques ayant trait au tourisme 
2,RDS11003,Tourisme,Exemple(s) illustratif(s),questions socioculturelles ayant trait au tourisme 
2,RDS11003,Tourisme,Exemple(s) illustratif(s),développement des infrastructures pour le tourisme 
2,RDS11003,Tourisme,Tous les exemples,questions économiques ayant trait au tourisme 
2,RDS11003,Tourisme,Tous les exemples,questions socioculturelles ayant trait au tourisme 
2,RDS11003,Tourisme,Tous les exemples,développement des infrastructures pour le tourisme 
2,RDS11003,Tourisme,Tous les exemples,"tourisme, n.c.a. "
2,RDS11003,Tourisme,Exclusion(s),développement des infrastructures de transport  (Voir RDS10405 Systèmes de transport)
2,RDS11003,Tourisme,Exclusion(s),"services d'accueil et services récréatifs  (Voir RDS11005 Sports, exercice et loisirs)"
2,RDS11004,Arts et culture,Exemple(s) illustratif(s),galerie d'arts et musées (sauf les présentoirs d'information) 
2,RDS11004,Arts et culture,Exemple(s) illustratif(s),"arts de la création et beaux-arts (y compris les arts visuels, les arts graphiques et les films) "
2,RDS11004,Arts et culture,Exemple(s) illustratif(s),design et architecture 
2,RDS11004,Arts et culture,Exemple(s) illustratif(s),humanités (sciences humaines) numériques 
2,RDS11004,Arts et culture,Exemple(s) illustratif(s),musique 
2,RDS11004,Arts et culture,Exemple(s) illustratif(s),arts de la scène (y compris le théâtre et la danse) 
2,RDS11004,Arts et culture,Tous les exemples,galerie d'arts et musées (sauf les présentoirs d'information) 
2,RDS11004,Arts et culture,Tous les exemples,"arts et culture, n.c.a. "
2,RDS11004,Arts et culture,Tous les exemples,"arts de la création et beaux-arts (y compris les arts visuels, les arts graphiques et les films) "
2,RDS11004,Arts et culture,Tous les exemples,design et architecture 
2,RDS11004,Arts et culture,Tous les exemples,humanités (sciences humaines) numériques 
2,RDS11004,Arts et culture,Tous les exemples,collections de musée et de galerie d'art (sauf les présentoirs d'information) 
2,RDS11004,Arts et culture,Tous les exemples,musique 
2,RDS11004,Arts et culture,Tous les exemples,arts de la scène (y compris le théâtre et la danse) 
2,RDS11004,Arts et culture,Exclusion(s),"la présentation de l'information, notamment les présentoirs dans les bibliothèques, les musées et les galeries d'art, les centres de formation et autres établissements similaires  (Voir RDS11001 Services d'information)"
2,RDS11004,Arts et culture,Exclusion(s), culture autochtone (Voir RDS11007 Patrimoine (y compris la culture autochtone))
2,RDS11004,Arts et culture,Exclusion(s),"services de radio, télévision, films et vidéos  (Voir RDS11002 Services médiatiques)"
2,RDS11005,"Sports, exercice et loisirs",Exemple(s) illustratif(s),exercice et activités physiques 
2,RDS11005,"Sports, exercice et loisirs",Exemple(s) illustratif(s),récréatif et loisir 
2,RDS11005,"Sports, exercice et loisirs",Exemple(s) illustratif(s),sports 
2,RDS11005,"Sports, exercice et loisirs",Tous les exemples,exercice et activités physiques 
2,RDS11005,"Sports, exercice et loisirs",Tous les exemples,services d'accueil et services récréatifs 
2,RDS11005,"Sports, exercice et loisirs",Tous les exemples,"autres sports, exercice et loisir, n.c.a. "
2,RDS11005,"Sports, exercice et loisirs",Tous les exemples,récréatif et loisir 
2,RDS11005,"Sports, exercice et loisirs",Tous les exemples,sports 
2,RDS11006,"Communication, littérature et langues",Exemple(s) illustratif(s),langues officielles canadiennes 
2,RDS11006,"Communication, littérature et langues",Exemple(s) illustratif(s),communication croisée à travers les langues et les cultures 
2,RDS11006,"Communication, littérature et langues",Exemple(s) illustratif(s),journalisme et relations publiques 
2,RDS11006,"Communication, littérature et langues",Exemple(s) illustratif(s),langues et littératie 
2,RDS11006,"Communication, littérature et langues",Exemple(s) illustratif(s),linguistique et sémantique 
2,RDS11006,"Communication, littérature et langues",Exemple(s) illustratif(s),littérature 
2,RDS11006,"Communication, littérature et langues",Exemple(s) illustratif(s),communication visuelle 
2,RDS11006,"Communication, littérature et langues",Exemple(s) illustratif(s),études sur l'écriture (littéraires) 
2,RDS11006,"Communication, littérature et langues",Tous les exemples,langues officielles canadiennes 
2,RDS11006,"Communication, littérature et langues",Tous les exemples,communication croisée à travers les langues et les cultures 
2,RDS11006,"Communication, littérature et langues",Tous les exemples,"communication, n.c.a. "
2,RDS11006,"Communication, littérature et langues",Tous les exemples,journalisme et relations publiques 
2,RDS11006,"Communication, littérature et langues",Tous les exemples,langues et littératie 
2,RDS11006,"Communication, littérature et langues",Tous les exemples,linguistique et sémantique 
2,RDS11006,"Communication, littérature et langues",Tous les exemples,littérature 
2,RDS11006,"Communication, littérature et langues",Tous les exemples,communication visuelle 
2,RDS11006,"Communication, littérature et langues",Tous les exemples,études sur l'écriture (littéraires) 
2,RDS11006,"Communication, littérature et langues",Exclusion(s),services de radio et télédiffusion; médias sociaux; services d'édition et d'impression; et services de films et de vidéos  (Voir RDS11002 Services médiatiques)
2,RDS11006,"Communication, littérature et langues",Exclusion(s),"bases de données des bibliothèques et le traitement de l'information; présentation de l'information, et services collecte de nouvelles  (Voir RDS11001 Services d'information)"
2,RDS11006,"Communication, littérature et langues",Exclusion(s),"comprendre les sociétés anciennes et contemporaines  (Voir RDS11010 Compréhension des sociétés, anciennes et contemporaines)"
2,RDS11007,Patrimoine (y compris la culture autochtone),Exemple(s) illustratif(s),conservation du patrimoine culturel et des traditions 
2,RDS11007,Patrimoine (y compris la culture autochtone),Exemple(s) illustratif(s),conservation de la nature et du patrimoine environnemental 
2,RDS11007,Patrimoine (y compris la culture autochtone),Exemple(s) illustratif(s),artéfacts autochtones 
2,RDS11007,Patrimoine (y compris la culture autochtone),Exemple(s) illustratif(s),connaissance autochtone 
2,RDS11007,Patrimoine (y compris la culture autochtone),Exemple(s) illustratif(s),langues autochtones 
2,RDS11007,Patrimoine (y compris la culture autochtone),Exemple(s) illustratif(s),droits issus de traités 
2,RDS11007,Patrimoine (y compris la culture autochtone),Exemple(s) illustratif(s),vérité et réconciliation 
2,RDS11007,Patrimoine (y compris la culture autochtone),Tous les exemples,conservation du patrimoine culturel et des traditions 
2,RDS11007,Patrimoine (y compris la culture autochtone),Tous les exemples,conservation de la nature et du patrimoine environnemental 
2,RDS11007,Patrimoine (y compris la culture autochtone),Tous les exemples,"patrimoine (y compris la culture autochtone), n.c.a. "
2,RDS11007,Patrimoine (y compris la culture autochtone),Tous les exemples,artéfacts autochtones 
2,RDS11007,Patrimoine (y compris la culture autochtone),Tous les exemples,connaissance autochtone 
2,RDS11007,Patrimoine (y compris la culture autochtone),Tous les exemples,langues autochtones 
2,RDS11007,Patrimoine (y compris la culture autochtone),Tous les exemples,droits issus de traités 
2,RDS11007,Patrimoine (y compris la culture autochtone),Tous les exemples,vérité et réconciliation 
2,RDS11007,Patrimoine (y compris la culture autochtone),Exclusion(s),"planification environnementale (écologique), urbaine et régionale  (Voir RDS11108 Planification et aménagement du milieu rural, urbanisme et planification et développement de l'environnement)"
2,RDS11007,Patrimoine (y compris la culture autochtone),Exclusion(s),planification urbaine ou régionale non reliée au patrimoine  (Voir RDS10401 Planification de travaux de construction)
2,RDS11008,Éthique,Exemple(s) illustratif(s),bioéthique 
2,RDS11008,Éthique,Exemple(s) illustratif(s),éthique des affaires 
2,RDS11008,Éthique,Exemple(s) illustratif(s),éthique environnementale 
2,RDS11008,Éthique,Exemple(s) illustratif(s),éthique sociale 
2,RDS11008,Éthique,Exemple(s) illustratif(s),éthique des technologies 
2,RDS11008,Éthique,Exemple(s) illustratif(s),éthique en milieu de travail et organisationnelle 
2,RDS11008,Éthique,Tous les exemples,bioéthique 
2,RDS11008,Éthique,Tous les exemples,éthique des affaires 
2,RDS11008,Éthique,Tous les exemples,éthique environnementale 
2,RDS11008,Éthique,Tous les exemples,"éthique, n.c.a. "
2,RDS11008,Éthique,Tous les exemples,éthique sociale 
2,RDS11008,Éthique,Tous les exemples,éthique des technologies 
2,RDS11008,Éthique,Tous les exemples,éthique en milieu de travail et organisationnelle 
2,RDS11008,Éthique,Exclusion(s),développement de la morale chez les individus  (Voir RDS10901 Degrés d'enseignement)
2,RDS11009,Religion,Exemple(s) illustratif(s),religion et société 
2,RDS11009,Religion,Exemple(s) illustratif(s),structures et rituels religieux 
2,RDS11009,Religion,Exemple(s) illustratif(s),traditions religieuses 
2,RDS11009,Religion,Tous les exemples,religion et société 
2,RDS11009,Religion,Tous les exemples,"religion, n.c.a. "
2,RDS11009,Religion,Tous les exemples,structures et rituels religieux 
2,RDS11009,Religion,Tous les exemples,traditions religieuses 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Exemple(s) illustratif(s),rôle de l'environnement sur les sociétés 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Exemple(s) illustratif(s),impacts des technologies et développement sociétal 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Exemple(s) illustratif(s),compréhension des sociétés anciennes et contemporaines de l'Afrique 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Exemple(s) illustratif(s),compréhension des sociétés anciennes et contemporaines de l'Asie 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Exemple(s) illustratif(s),compréhension des sociétés anciennes et contemporaines du Canada 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Exemple(s) illustratif(s),compréhension des différences culturelles et sociales 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Exemple(s) illustratif(s),compréhension des sociétés anciennes et contemporaines de l'Europe 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Exemple(s) illustratif(s),compréhension des sociétés anciennes et contemporaines de l'Océanie 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Exemple(s) illustratif(s),compréhension des sociétés industrielles 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Exemple(s) illustratif(s),compréhension des sociétés post-industrielles 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Exemple(s) illustratif(s),compréhension des sociétés anciennes et contemporaines des Amériques 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Exemple(s) illustratif(s),compréhension des sociétés pré-industrielles 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Tous les exemples,rôle de l'environnement sur les sociétés 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Tous les exemples,impacts des technologies et développement sociétal 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Tous les exemples,compréhension des sociétés anciennes et contemporaines de l'Afrique 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Tous les exemples,compréhension des sociétés anciennes et contemporaines de l'Asie 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Tous les exemples,compréhension des sociétés anciennes et contemporaines du Canada 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Tous les exemples,compréhension des différences culturelles et sociales 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Tous les exemples,compréhension des sociétés anciennes et contemporaines de l'Europe 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Tous les exemples,compréhension des sociétés anciennes et contemporaines de l'Océanie 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Tous les exemples,compréhension des sociétés industrielles 
2,RDS11010,"Compréhension des sociétés, anciennes et contemporaines",Tous les exemples,compréhension des sociétés post-industrielles 
