Niveau,Code,Titres_de_classes,Nom_du_type_d_element_Francais,Description_d_element_Francais
3,RDF50201,Sciences économiques,Exclusion(s),histoire et philosophie de l'économie  (Voir RDF6030303 Histoire et philosophie de l'économie)
3,RDF50201,Sciences économiques,Exclusion(s),politiques en matière de coopération et développement internationaux  (Voir RDF5060209 Politiques en matière de coopération et développement internationaux)
3,RDF50201,Sciences économiques,Exclusion(s),"géographie des loisirs et du tourisme  (Voir RDF5070103 Géographie du récréatif, des loisirs et du tourisme)"
4,RDF5020101,Histoire de l'économie et l'économie hétérodoxe,Exclusion(s),systèmes économiques  (Voir RDF5020122 Systèmes économiques)
4,RDF5020111,Économie de l'environnement et des ressources naturelles,Exclusion(s),gestion environnementale autre qu'en milieu naturel  (Voir RDF5020515 Gestion de l'environnement (sauf en milieu naturel))
4,RDF5020114,Économie internationale et finance internationale,Exclusion(s),commerce international  (Voir RDF5020503 Commerce international)
4,RDF5020120,Économie du développement international,Exclusion(s),économie internationale et finance internationale  (Voir RDF5020114 Économie internationale et finance internationale)
4,RDF5020120,Économie du développement international,Exclusion(s),commerce international  (Voir RDF5020503 Commerce international)
4,RDF5020124,Économie sociale et solidaire,Exclusion(s),économie circulaire  (Voir RDF5020123 Économie circulaire)
4,RDF5020125,Économie collaborative et économie du partage,Exclusion(s),économie circulaire  (Voir RDF5020123 Économie circulaire)
3,RDF50202,Relations industrielles et relations de travail,Exclusion(s),politiques en matière de développement économique  (Voir RDF5060208 Politiques en matière de développement économique)
3,RDF50202,Relations industrielles et relations de travail,Exclusion(s),politiques en matière de coopération et développement internationaux  (Voir RDF5060209 Politiques en matière de coopération et développement internationaux)
3,RDF50202,Relations industrielles et relations de travail,Exclusion(s),politiques et administration des politiques  (Voir RDF50602 Politiques et administration des politiques)
3,RDF50204,Finance,Exclusion(s),sciences actuarielles et finance mathématique  (Voir RDF1010308 Sciences actuarielles et finance mathématique)
3,RDF50204,Finance,Exclusion(s),économie financière  (Voir RDF5020112 Économie financière)
4,RDF5020401,Comptabilité,Exclusion(s),sciences actuarielles  (Voir RDF1010308 Sciences actuarielles et finance mathématique)
4,RDF5020402,Gestion financière,Exclusion(s),économie financière  (Voir RDF5020112 Économie financière)
4,RDF5020405,Systèmes et politiques monétaires,Exclusion(s),théories monétaires et fiscales  (Voir RDF5020102 Macroéconomie (y compris les théories monétaires et fiscales))
3,RDF50205,Gestion et commerce,Exclusion(s),gestion des biens patrimoniaux  (Voir RDF6040804 Gestion des biens patrimoniaux)
3,RDF50205,Gestion et commerce,Exclusion(s),gestion de la fabrication  (Voir RDF2040305 Gestion de la fabrication)
4,RDF5020504,Gestion des opérations et gestion de la chaîne logistique,Exclusion(s),recherche spécifiquement orientée vers la logistique d'inventaire et de la distribution  (Voir RDF5020506 Logistique d'inventaire et de distribution)
4,RDF5020511,Gestion de la durabilité,Exclusion(s),études sur la durabilité du milieu naturel  (Voir RDF1051005 Études sur la durabilité du milieu naturel)
4,RDF5020512,Développement et politique de la durabilité,Exclusion(s),gestion de la durabilité  (Voir RDF5020511 Gestion de la durabilité)
4,RDF5020515,Gestion de l'environnement (sauf en milieu naturel),Exclusion(s),gestion de l'environnement en milieu naturel  (Voir RDF1051004 Gestion du milieu naturel (biophysique))
2,RDF503,Éducation,Exclusion(s),économie de l'éducation  (Voir RDF5020109 Économie de l'éducation)
2,RDF503,Éducation,Exclusion(s),éducation associée à la linguistique  (Voir RDF60202 Linguistique)
2,RDF503,Éducation,Exclusion(s),psychologie de l'éducation  (Voir RDF5010103 Psychologie de l'éducation)
2,RDF503,Éducation,Exclusion(s),sociologie de l'éducation  (Voir RDF5040109 Sociologie de l'éducation)
3,RDF50301,Systèmes d'éducation,Exclusion(s),"curriculum, pédagogie et didactique ayant trait à des sujets précis  (Voir RDF50302 Curriculum, pédagogie et didactique)"
3,RDF50301,Systèmes d'éducation,Exclusion(s),études spécialisées en éducation (y compris l'administration de l'éducation)  (Voir RDF50303 Études spécialisées en éducation)
4,RDF5030106,Système d'éducation autochtone,Exclusion(s),approches d'enseignement  (Voir RDF5030213 Démarches pédagogiques)
4,RDF5030107,"Enseignement technique, formation continue et enseignement en milieu de travail",Exclusion(s),approches d'enseignement  (Voir RDF5030213 Démarches pédagogiques)
4,RDF5030108,Éducation ouverte,Exclusion(s),pédagogie ouverte  (Voir RDF5030214 Pédagogie ouverte)
4,RDF5030108,Éducation ouverte,Exclusion(s),approches d'enseignement  (Voir RDF5030213 Démarches pédagogiques)
4,RDF5030109,Formation à distance,Exclusion(s),approches d'enseignement  (Voir RDF5030213 Démarches pédagogiques)
3,RDF50302,"Curriculum, pédagogie et didactique",Exclusion(s),pédagogie associée à la linguistique  (Voir RDF60202 Linguistique)
3,RDF50302,"Curriculum, pédagogie et didactique",Exclusion(s),formation des enseignants et le perfectionnement professionnel des enseignants  (Voir RDF5030311 Formation des enseignants et perfectionnement professionnel des enseignants)
4,RDF5030204,"Curriculum, pédagogie et didactique en langue et littératie anglaises (sauf l'anglais langue seconde (ALS), l'enseignement de l'anglais aux non-anglophones (TESOL), les langues autres l'anglais (LOTE) et la langue des signes)",Exclusion(s),"curriculum, pédagogie et didactique en anglais langue seconde (ALS), enseignement de l'anglais aux non-anglophones (TESOL), langues autres que l'anglais (LOTE) et langue des signes  (Voir RDF5030206 Curriculum, pédagogie et didactique en anglais langue seconde (ALS), enseignement de l'anglais aux non-anglophones (TESOL), langues autres que l'anglais (LOTE) et langue des signes)"
4,RDF5030205,"Curriculum, pédagogie et didactique en langue et littératie françaises (sauf la langue des signes)",Exclusion(s),théories et élaboration du curriculum et de la pédagogie  (Voir RDF5030202 Théories et élaboration du curriculum et de la pédagogie)
4,RDF5030205,"Curriculum, pédagogie et didactique en langue et littératie françaises (sauf la langue des signes)",Exclusion(s),"curriculum, pédagogie et didactique en sciences économiques, de l'administration des affaires et de la gestion  (Voir RDF5030203 Curriculum, pédagogie et didactique en sciences économiques, administration des affaires et sciences de la gestion)"
4,RDF5030205,"Curriculum, pédagogie et didactique en langue et littératie françaises (sauf la langue des signes)",Exclusion(s),"curriculum, pédagogie et didactique en sciences économiques, l'administration des affaires et les sciences de la gestion  (Voir RDF5030203 Curriculum, pédagogie et didactique en sciences économiques, administration des affaires et sciences de la gestion)"
4,RDF5030207,"Curriculum, pédagogie et didactique en sciences humaines et sciences sociales (sauf les sciences économiques, l'administration des affaires et les sciences de la gestion)",Exclusion(s),"langue des signes  (Voir RDF5030206 Curriculum, pédagogie et didactique en anglais langue seconde (ALS), enseignement de l'anglais aux non-anglophones (TESOL), langues autres que l'anglais (LOTE) et langue des signes)"
4,RDF5030214,Pédagogie ouverte,Exclusion(s),éducation ouverte  (Voir RDF5030108 Éducation ouverte)
3,RDF50303,Études spécialisées en éducation,Exclusion(s),"curriculum, pédagogie et didactique ayant trait à des sujets précis  (Voir RDF50302 Curriculum, pédagogie et didactique)"
3,RDF50303,Études spécialisées en éducation,Exclusion(s),économie de l'éducation  (Voir RDF5020109 Économie de l'éducation)
3,RDF50303,Études spécialisées en éducation,Exclusion(s),éducation associée à la linguistique  (Voir RDF60202 Linguistique)
3,RDF50303,Études spécialisées en éducation,Exclusion(s),politiques de l'éducation  (Voir RDF5060211 Politiques en matière d'éducation)
3,RDF50303,Études spécialisées en éducation,Exclusion(s),systèmes d'éducation (y compris le système d'éducation autochtone)  (Voir RDF50301 Systèmes d'éducation)
3,RDF50303,Études spécialisées en éducation,Exclusion(s),psychologie de l'éducation  (Voir RDF5010103 Psychologie de l'éducation)
3,RDF50303,Études spécialisées en éducation,Exclusion(s),histoire et la philosophie de l'éducation  (Voir RDF6030302 Histoire et philosophie de l'éducation)
3,RDF50303,Études spécialisées en éducation,Exclusion(s),sociologie de l'éducation  (Voir RDF5040109 Sociologie de l'éducation)
4,RDF5030307,Ethnoéducation (sauf des peuples autochtones),Exclusion(s),études spécialisées en éducation des peuples Autochtones  (Voir RDF5030301 Études spécialisées en éducation des Autochtones)
2,RDF504,Sociologie et études connexes,Exclusion(s),sciences économiques (y compris l'économie urbaine et régionale)  (Voir RDF50201 Sciences économiques)
2,RDF504,Sociologie et études connexes,Exclusion(s),philosophie de la religion  (Voir RDF6030113 Philosophie de la religion)
2,RDF504,Sociologie et études connexes,Exclusion(s),religion et études sur la religion  (Voir RDF60103 Religion et étude des religions)
2,RDF504,Sociologie et études connexes,Exclusion(s),géographie sociale  (Voir RDF5070104 Géographie sociale et culturelle)
2,RDF504,Sociologie et études connexes,Exclusion(s),philosophie sociale  (Voir RDF6030116 Philosophie sociale)
2,RDF504,Sociologie et études connexes,Exclusion(s),sociolinguistique (relations entre langue et société)  (Voir RDF6020205 Sociolinguistique)
2,RDF504,Sociologie et études connexes,Exclusion(s),planification urbaine et régionale  (Voir RDF50702 Urbanisme et planification régionale)
3,RDF50401,Sociologie,Exclusion(s),impacts culturels du marketing et de la publicité  (Voir RDF60501 Études culturelles)
3,RDF50401,Sociologie,Exclusion(s),politiques sociales  (Voir RDF5060217 Politiques sociales)
4,RDF5040101,"Sociologie appliquée, évaluation de programmes et évaluation des impacts sociaux",Exclusion(s),impacts sociaux de l'intelligence artificielle  (Voir RDF5040113 Répercussions sociales de l'intelligence artificielle)
4,RDF5040106,Théories sociales,Exclusion(s),méthodologie et méthodes de recherche en sociologie  (Voir RDF5040107 Méthodologie et méthodes de recherche en sociologie)
4,RDF5049902,Étude de la société canadienne,Exclusion(s),études spécifiques des sociétés autochtones  (Voir RDF5049901 Étude des sociétés autochtones)
2,RDF505,Droit et exercice du droit,Exclusion(s),"applications des lois, politiques et normes du travail en milieu de travail  (Voir RDF5020201 Lois, politiques et normes du travail appliquées en milieu de travail)"
2,RDF505,Droit et exercice du droit,Exclusion(s),histoire et philosophie du droit et de la justice  (Voir RDF6030305 Histoire et philosophie du droit et de la justice)
3,RDF50501,Droit (sauf l'exercice du droit et le droit international),Exclusion(s),"applications des lois, politiques et normes du travail en milieu de travail  (Voir RDF5020201 Lois, politiques et normes du travail appliquées en milieu de travail)"
3,RDF50501,Droit (sauf l'exercice du droit et le droit international),Exclusion(s),droit international  (Voir RDF50503 Droit international)
3,RDF50501,Droit (sauf l'exercice du droit et le droit international),Exclusion(s),exercice du droit  (Voir RDF50502 Exercice du droit)
4,RDF5050118,"Droit du travail, droit de l'emploi, droit de l'indemnisation et droit des régimes de retraite",Exclusion(s),"applications des lois, politiques et normes du travail en milieu de travail  (Voir RDF5020201 Lois, politiques et normes du travail appliquées en milieu de travail)"
4,RDF5050119,Droit des biens (sauf le droit de la propriété intellectuelle),Exclusion(s),droit sur la propriété intellectuelle  (Voir RDF5050115 Droit de la propriété intellectuelle)
4,RDF5050199,"Droit (sauf l'exercice du droit et le droit international), n.c.a.",Exclusion(s),droit international  (Voir RDF50503 Droit international)
4,RDF5050199,"Droit (sauf l'exercice du droit et le droit international), n.c.a.",Exclusion(s),exercice du droit  (Voir RDF50502 Exercice du droit)
4,RDF5050301,Droit international public (sauf le droit du commerce international),Exclusion(s),droit du commerce international  (Voir RDF5050302 Droit du commerce international)
4,RDF5060108,Sciences politiques spécialisées,Exclusion(s),vie politique des Autochtones  (Voir RDF5060102 Vie politique des Autochtones)
4,RDF5060109,Études des comportements politiques et sur les élections,Exclusion(s),mouvements sociaux et démocratie  (Voir RDF5060110 Mouvements sociaux et démocratie)
4,RDF5060111,Politique de l'espace extra-atmosphérique,Exclusion(s),politique de l'espace extra-atmosphérique et orbital  (Voir RDF5050125 Droit et politique de l'espace extra-atmosphérique et orbital)
3,RDF50602,Politiques et administration des politiques,Exclusion(s),"administration de l'éducation  (Voir RDF5030304 Administration, gestion et leadership dans le domaine de l'éducation)"
3,RDF50602,Politiques et administration des politiques,Exclusion(s),administration des services de santé  (Voir RDF3030402 Administration des soins de santé)
3,RDF50602,Politiques et administration des politiques,Exclusion(s),histoire et la philosophie du génie et des technologies  (Voir RDF6030304 Histoire et philosophie du génie et de la technologie)
3,RDF50602,Politiques et administration des politiques,Exclusion(s),histoire et la philosophie des sciences et des technologies  (Voir RDF6030307 Histoire et philosophie des sciences (y compris les perspectives non historiques en philosophie des sciences))
3,RDF50602,Politiques et administration des politiques,Exclusion(s),droit et exercice du droit  (Voir RDF505 Droit et exercice du droit)
3,RDF50602,Politiques et administration des politiques,Exclusion(s),politiques et administration des politiques associées à la criminologie  (Voir RDF50902 Criminologie)
3,RDF50602,Politiques et administration des politiques,Exclusion(s),religion et études sur la religion  (Voir RDF60103 Religion et étude des religions)
3,RDF50602,Politiques et administration des politiques,Exclusion(s),philosophie sociale  (Voir RDF6030116 Philosophie sociale)
3,RDF50602,Politiques et administration des politiques,Exclusion(s),sociolinguistique (relations entre langue et société)  (Voir RDF6020205 Sociolinguistique)
4,RDF5060201,Politiques et administration des politiques autochtones,Exclusion(s),vie politique des Autochtones  (Voir RDF5060102 Vie politique des Autochtones)
4,RDF5060206,Politiques en matière de sécurité publique,Exclusion(s),politiques en matière de criminalité  (Voir RDF5060205 Politiques en matière de criminalité)
4,RDF5060206,Politiques en matière de sécurité publique,Exclusion(s),politiques en matière de cybersécurité  (Voir RDF5060207 Politiques en matière de cybersécurité)
4,RDF5060215,Politiques publiques,Exclusion(s),administration publique  (Voir RDF5060214 Administration publique)
2,RDF507,Géographie sociale et économique,Exclusion(s),biogéographie et phylogéographie  (Voir RDF1060502 Biogéographie et phylogéographie)
2,RDF507,Géographie sociale et économique,Exclusion(s),géodésie  (Voir RDF1050408 Géodésie)
2,RDF507,Géographie sociale et économique,Exclusion(s),géomatique associée aux observations des systèmes terrestres  (Voir RDF10509 Géomatique et observation des systèmes terrestres)
2,RDF507,Géographie sociale et économique,Exclusion(s),génie géomatique  (Voir RDF20802 Génie géomatique)
3,RDF50701,Géographie humaine,Exclusion(s),biogéographie et phylogéographie  (Voir RDF1060502 Biogéographie et phylogéographie)
3,RDF50701,Géographie humaine,Exclusion(s),démographie  (Voir RDF50903 Démographie)
3,RDF50701,Géographie humaine,Exclusion(s),sciences économiques (y compris l'économie urbaine et régionale)  (Voir RDF50201 Sciences économiques)
3,RDF50701,Géographie humaine,Exclusion(s),géomatique associée aux observations des systèmes terrestres  (Voir RDF10509 Géomatique et observation des systèmes terrestres)
3,RDF50701,Géographie humaine,Exclusion(s),génie géomatique  (Voir RDF20802 Génie géomatique)
3,RDF50701,Géographie humaine,Exclusion(s),politiques urbaines et les politiques de l'environnement  (Voir RDF50602 Politiques et administration des politiques)
3,RDF50701,Géographie humaine,Exclusion(s),planification urbaine et régionale  (Voir RDF50702 Urbanisme et planification régionale)
4,RDF5070111,Géographie de l'environnement,Exclusion(s),géodésie  (Voir RDF1050408 Géodésie)
3,RDF50702,Urbanisme et planification régionale,Exclusion(s),utilisation et aménagement des terres agricoles  (Voir RDF40101 Gestion de l'exploitation agricole et des terres)
3,RDF50702,Urbanisme et planification régionale,Exclusion(s),architecture  (Voir RDF60402 Architecture)
3,RDF50702,Urbanisme et planification régionale,Exclusion(s),géographie humaine  (Voir RDF50701 Géographie humaine)
3,RDF50702,Urbanisme et planification régionale,Exclusion(s),génie des systèmes de transport terrestre  (Voir RDF20103 Génie des systèmes de transport terrestre)
3,RDF50702,Urbanisme et planification régionale,Exclusion(s),architecture de paysage  (Voir RDF6040206 Architecture de paysage)
3,RDF50702,Urbanisme et planification régionale,Exclusion(s),gestion des parcs dans les milieux naturels  (Voir RDF10510 Sciences du milieu naturel)
3,RDF50702,Urbanisme et planification régionale,Exclusion(s),politiques urbaines  (Voir RDF5060219 Politiques urbaines)
4,RDF5070202,Histoire et théorie du milieu bâti (sauf l'architecture),Exclusion(s),histoire et théorie de l'architecture  (Voir RDF6040202 Histoire et théorie de l'architecture)
4,RDF5070209,Études paysagères (sauf l'architecture),Exclusion(s),architecture de paysage  (Voir RDF6040206 Architecture de paysage)
3,RDF50801,Études en communication et études des médias,Exclusion(s),technologies des communications  (Voir RDF20302 Technologies des communications et des réseaux)
3,RDF50801,Études en communication et études des médias,Exclusion(s),impacts culturels du marketing et de la publicité  (Voir RDF60501 Études culturelles)
3,RDF50801,Études en communication et études des médias,Exclusion(s),"cinéma, télévision et médias numériques  (Voir RDF50802 Cinéma, télévision et médias numériques)"
3,RDF50801,Études en communication et études des médias,Exclusion(s),journalisme et rédaction professionnelle  (Voir RDF50803 Journalisme et rédaction professionnelle)
3,RDF50801,Études en communication et études des médias,Exclusion(s),marketing et la publicité  (Voir RDF50203 Commercialisation (marketing))
3,RDF50801,Études en communication et études des médias,Exclusion(s),"impacts sociaux du marketing et de la publicité  (Voir RDF5040101 Sociologie appliquée, évaluation de programmes et évaluation des impacts sociaux)"
3,RDF50801,Études en communication et études des médias,Exclusion(s),"études sur les aspects culturels des médias (y compris numériques)  (Voir RDF6050104 Culture médiatique, visuelle et numérique)"
4,RDF5080101,Études en communication générale,Exclusion(s),études des médias numériques et des technologies des communications  (Voir RDF5080102 Études des technologies des communications et des médias numériques)
4,RDF5080101,Études en communication générale,Exclusion(s),"cinéma, télévision et médias numériques  (Voir RDF50802 Cinéma, télévision et médias numériques)"
4,RDF5080101,Études en communication générale,Exclusion(s),études sur la communication internationale et la communication pour le développement  (Voir RDF5080103 Communication internationale et communication pour le développement)
4,RDF5080101,Études en communication générale,Exclusion(s),études des médias autres que les médiaux sociaux et médias numériques  (Voir RDF5080104 Études des médias (sauf les médiaux sociaux et médias numériques))
4,RDF5080101,Études en communication générale,Exclusion(s),"études sur la communication organisationnelle, interpersonnelle et interculturelle  (Voir RDF5080105 Communication organisationnelle, interpersonnelle et interculturelle)"
4,RDF5080101,Études en communication générale,Exclusion(s),études sur la communication politique  (Voir RDF5080108 Études sur la communication politique)
4,RDF5080101,Études en communication générale,Exclusion(s),études sur les relations publiques  (Voir RDF5080107 Études sur les relations publiques)
4,RDF5080101,Études en communication générale,Exclusion(s),études des médias sociaux  (Voir RDF5080106 Études des médias sociaux)
4,RDF5080104,Études des médias (sauf les médiaux sociaux et médias numériques),Exclusion(s),"médias numériques  (Voir RDF50802 Cinéma, télévision et médias numériques)"
4,RDF5080104,Études des médias (sauf les médiaux sociaux et médias numériques),Exclusion(s),études des médias sociaux  (Voir RDF5080106 Études des médias sociaux)
4,RDF5080107,Études sur les relations publiques,Exclusion(s),études sur la communication politique  (Voir RDF5080108 Études sur la communication politique)
3,RDF50802,"Cinéma, télévision et médias numériques",Exclusion(s),"technologies des communications, y compris les systèmes de radiodiffusion  (Voir RDF20302 Technologies des communications et des réseaux)"
3,RDF50802,"Cinéma, télévision et médias numériques",Exclusion(s),matériel informatique  (Voir RDF20301 Génie informatique)
3,RDF50802,"Cinéma, télévision et médias numériques",Exclusion(s),élaboration (développement) de logiciels  (Voir RDF10203 Langages de programmation et génie logiciel)
3,RDF50802,"Cinéma, télévision et médias numériques",Exclusion(s),écriture de scénarios pour le cinéma et la télévision  (Voir RDF6040402 Scénarisation)
3,RDF50802,"Cinéma, télévision et médias numériques",Exclusion(s),"pratique des arts de l'objectif, y compris la photographie  (Voir RDF6040703 Photographie)"
3,RDF50802,"Cinéma, télévision et médias numériques",Exclusion(s),"culture médiatique, visuelle et numérique  (Voir RDF6050104 Culture médiatique, visuelle et numérique)"
3,RDF50802,"Cinéma, télévision et médias numériques",Exclusion(s),études sur les aspects culturels des films  (Voir RDF60501 Études culturelles)
4,RDF5080201,Études cinématographiques,Exclusion(s),écriture de scénarios pour le cinéma et la télévision  (Voir RDF6040402 Scénarisation)
4,RDF5080203,Études sur les médias interactifs,Exclusion(s),écriture de scénarios pour le cinéma et la télévision  (Voir RDF6040402 Scénarisation)
4,RDF5080204,Études sur les jeux et animation par ordinateur,Exclusion(s),élaboration (développement) de logiciels  (Voir RDF10203 Langages de programmation et génie logiciel)
3,RDF50803,Journalisme et rédaction professionnelle,Exclusion(s),études en communication et les études des médias  (Voir RDF50801 Études en communication et études des médias)
3,RDF50803,Journalisme et rédaction professionnelle,Exclusion(s),technologies des communications  (Voir RDF20302 Technologies des communications et des réseaux)
3,RDF50803,Journalisme et rédaction professionnelle,Exclusion(s),création littéraire  (Voir RDF60404 Création littéraire)
3,RDF50803,Journalisme et rédaction professionnelle,Exclusion(s),études littéraires  (Voir RDF60203 Littérature et études littéraires)
4,RDF5080301,Études en journalisme,Exclusion(s),création littéraire  (Voir RDF60404 Création littéraire)
4,RDF5080302,Études sur la rhétorique et l'écriture,Exclusion(s),rédaction technique  (Voir RDF5080304 Rédaction technique)
4,RDF5080399,"Journalisme et rédaction professionnelle, n.c.a.",Exclusion(s),création littéraire  (Voir RDF60404 Création littéraire)
3,RDF50901,Anthropologie,Exclusion(s),génétique anthropologique  (Voir RDF1060601 Génétique anthropologique)
3,RDF50901,Anthropologie,Exclusion(s),archéologie  (Voir RDF60102 Archéologie)
3,RDF50902,Criminologie,Exclusion(s),politiques en matière de criminalité  (Voir RDF5060205 Politiques en matière de criminalité)
3,RDF50902,Criminologie,Exclusion(s),droit pénal  (Voir RDF5050110 Droit pénal et procédure pénale)
3,RDF50902,Criminologie,Exclusion(s),biologie médicolégale  (Voir RDF1060113 Biologie médicolégale)
3,RDF50902,Criminologie,Exclusion(s),chimie médicolégale  (Voir RDF1049901 Chimie médicolégale)
3,RDF50902,Criminologie,Exclusion(s),psychologie médicolégale  (Voir RDF5010105 Psychologie médicolégale)
3,RDF50902,Criminologie,Exclusion(s),statistiques médicolégales  (Voir RDF10103 Statistique)
3,RDF50904,Travail social,Exclusion(s),géographie humaine  (Voir RDF50701 Géographie humaine)
3,RDF50904,Travail social,Exclusion(s),politiques sociales  (Voir RDF5060217 Politiques sociales)
4,RDF5099904,Études sociales sur la famille (sauf les aspects démographiques),Exclusion(s),aspects démographiques des études sociales sur la famille  (Voir RDF5090301 Études démographiques sur la famille et les ménages)
2,RDF601,"Histoire, archéologie et études connexes",Exclusion(s),anthropologie  (Voir RDF50901 Anthropologie)
2,RDF601,"Histoire, archéologie et études connexes",Exclusion(s),histoire et théorie de l'architecture  (Voir RDF6040202 Histoire et théorie de l'architecture)
2,RDF601,"Histoire, archéologie et études connexes",Exclusion(s),histoire et théorie des arts  (Voir RDF60401 Histoire et théorie des arts)
2,RDF601,"Histoire, archéologie et études connexes",Exclusion(s),études culturelles  (Voir RDF60501 Études culturelles)
2,RDF601,"Histoire, archéologie et études connexes",Exclusion(s),"sciences humaines (humanités) numériques, autres que les arts numériques  (Voir RDF6059901 Sciences humaines numériques)"
2,RDF601,"Histoire, archéologie et études connexes",Exclusion(s),histoire de l'économie  (Voir RDF5020101 Histoire de l'économie et l'économie hétérodoxe)
2,RDF601,"Histoire, archéologie et études connexes",Exclusion(s),histoire et philosophie de champs d'étude précis  (Voir RDF60303 Histoire et philosophie de champs d'étude précis)
2,RDF601,"Histoire, archéologie et études connexes",Exclusion(s),histoire et théorie du milieu bâti (sauf l'architecture)  (Voir RDF5070202 Histoire et théorie du milieu bâti (sauf l'architecture))
2,RDF601,"Histoire, archéologie et études connexes",Exclusion(s),histoire et la théorie du milieu bâti qui n'ont pas trait à l'histoire et à la théorie de l'architecture  (Voir RDF5070202 Histoire et théorie du milieu bâti (sauf l'architecture))
2,RDF601,"Histoire, archéologie et études connexes",Exclusion(s),histoire de l'art et de l'architecture  (Voir RDF6040101 Histoire de l'art et de l'architecture)
2,RDF601,"Histoire, archéologie et études connexes",Exclusion(s),histoire de la conception  (Voir RDF6040301 Histoire et théorie du design)
2,RDF601,"Histoire, archéologie et études connexes",Exclusion(s),histoire de concepts et de champs d'étude précis  (Voir RDF60303 Histoire et philosophie de champs d'étude précis)
2,RDF601,"Histoire, archéologie et études connexes",Exclusion(s),bibliothéconomie  (Voir RDF1020701 Bibliothéconomie)
3,RDF60101,Études de l'histoire,Exclusion(s),histoire et théorie de l'architecture  (Voir RDF6040202 Histoire et théorie de l'architecture)
3,RDF60101,Études de l'histoire,Exclusion(s),histoire et théorie des arts  (Voir RDF60401 Histoire et théorie des arts)
3,RDF60101,Études de l'histoire,Exclusion(s),biographie associée avec la littérature  (Voir RDF60203 Littérature et études littéraires)
3,RDF60101,Études de l'histoire,Exclusion(s),histoire de l'économie  (Voir RDF5020101 Histoire de l'économie et l'économie hétérodoxe)
3,RDF60101,Études de l'histoire,Exclusion(s),histoire et philosophie de champs d'étude précis  (Voir RDF60303 Histoire et philosophie de champs d'étude précis)
3,RDF60101,Études de l'histoire,Exclusion(s),histoire et théorie du milieu bâti (sauf l'architecture)  (Voir RDF5070202 Histoire et théorie du milieu bâti (sauf l'architecture))
3,RDF60101,Études de l'histoire,Exclusion(s),histoire de l'art et de l'architecture  (Voir RDF6040101 Histoire de l'art et de l'architecture)
3,RDF60101,Études de l'histoire,Exclusion(s),histoire de la conception  (Voir RDF6040301 Histoire et théorie du design)
3,RDF60101,Études de l'histoire,Exclusion(s),histoire de concepts et de champs d'étude précis  (Voir RDF60303 Histoire et philosophie de champs d'étude précis)
4,RDF6010105,"Histoire de l'Europe (sauf l'histoire britannique, l'histoire de la Grèce et l'histoire de la Rome antique)",Exclusion(s),l'histoire britannique  (Voir RDF6010104 Histoire britannique)
4,RDF6010105,"Histoire de l'Europe (sauf l'histoire britannique, l'histoire de la Grèce et l'histoire de la Rome antique)",Exclusion(s),l'histoire de la Grèce et de la Rome antiques  (Voir RDF6010103 Histoire de la Grèce antique et histoire de la Rome antique)
4,RDF6010113,Histoire des sciences et technologies (sauf la médecine et les soins de santé),Exclusion(s),histoire de la médecine et des soins de santé  (Voir RDF6010112 Histoire de la médecine et des soins de santé)
4,RDF6010113,Histoire des sciences et technologies (sauf la médecine et les soins de santé),Exclusion(s),philosophie des sciences et des technologies  (Voir RDF6030125 Philosophie des sciences et des technologies)
3,RDF60102,Archéologie,Exclusion(s),anthropologie  (Voir RDF50901 Anthropologie)
3,RDF60102,Archéologie,Exclusion(s),relevés géomatiques  (Voir RDF2080205 Levés géomatiques (y compris les levés hydrographiques))
3,RDF60102,Archéologie,Exclusion(s),télédétection en géomatique et photogrammétrie  (Voir RDF2080204 Télédétection en géomatique et photogrammétrie)
3,RDF60103,Religion et étude des religions,Exclusion(s),étude des langues  (Voir RDF60201 Langues)
3,RDF60103,Religion et étude des religions,Exclusion(s),philosophie de la religion  (Voir RDF6030113 Philosophie de la religion)
2,RDF602,Langues et littérature,Exclusion(s),"sciences humaines (humanités) numériques, autres que les arts numériques  (Voir RDF6059901 Sciences humaines numériques)"
2,RDF602,Langues et littérature,Exclusion(s),"curriculum, pédagogie et didactique en langue et littératie anglaises  (Voir RDF5030204 Curriculum, pédagogie et didactique en langue et littératie anglaises (sauf l'anglais langue seconde (ALS), l'enseignement de l'anglais aux non-anglophones (TESOL), les langues autres l'anglais (LOTE) et la langue des signes))"
3,RDF60201,Langues,Exclusion(s),anthropologie linguistique  (Voir RDF5090103 Anthropologie linguistique)
3,RDF60201,Langues,Exclusion(s),processus linguistiques  (Voir RDF60202 Linguistique)
3,RDF60201,Langues,Exclusion(s),philosophie du langage  (Voir RDF6030111 Philosophie du langage)
3,RDF60201,Langues,Exclusion(s),compréhension de la parole  (Voir RDF5010204 Compréhension du langage)
3,RDF60201,Langues,Exclusion(s),production de la parole  (Voir RDF5010203 Production de la parole)
4,RDF6020113,Bilinguisme et apprentissage d'une langue seconde,Exclusion(s),"curriculum, pédagogie et didactique de la langue seconde  (Voir RDF50302 Curriculum, pédagogie et didactique)"
3,RDF60202,Linguistique,Exclusion(s),compréhension de la parole  (Voir RDF5010204 Compréhension du langage)
3,RDF60202,Linguistique,Exclusion(s),production de la parole  (Voir RDF5010203 Production de la parole)
4,RDF6020204,Sciences de la phonétique et de la parole,Exclusion(s),compréhension de la parole  (Voir RDF5010204 Compréhension du langage)
