Niveau,Structure_hierarchique,Code,Titres_de_classes,Definitions_de_la_classe
1,Division,RDT1 ,Recherche fondamentale,"La recherche fondamentale consiste en des travaux de recherche expérimentaux et théoriques entrepris principalement en vue d'acquérir de nouvelles connaissances sur les fondements des phénomènes et des faits observables, sans envisager une application ou une utilisation particulière."
1,Division,RDT2 ,Recherche appliquée,La recherche appliquée consiste en des travaux de recherche originaux entrepris en vue d'acquérir de nouvelles connaissances et dirigés principalement vers un but ou un objectif pratique déterminé.
1,Division,RDT3 ,Développement expérimental,Le développement expérimental consiste en des travaux systématiques fondés sur les connaissances tirées de la recherche et l'expérience pratique et produisant des nouvelles connaissances techniques visant à déboucher sur de nouveaux produits ou procédés ou à améliorer les produits ou procédés existants.
